Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
66.53,76.5,63.41,,,5.864242,,Potato
55.24,52.8,44.94,,,5.893153,,Potato
78.48,60.97,62.62,,,5.878894,,Potato
52.73,51.65,48.49,,,6.201164,,Potato
72.61,51.45,59.69,,,6.030407,,Potato
81.31,50.45,53.08,,,5.976807,,Potato
49.79,39.5,70.66,,,6.094394,,Potato
57.68,53.39,50.82,,,5.070154,,Potato
64.66,50.93,56.79,,,5.085261,,Potato
49.71,66.72,61.07,,,5.769577,,Potato
63.24,43.03,46.26,,,5.72093,,Potato
57.3,49.23,54.27,,,6.031924,,Potato
57.06,46.02,52.33,,,5.808007,,Potato
60.59,69.43,49.86,,,6.032746,,Potato
60.86,46.31,50.6,,,5.301762,,Potato
61.97,60.62,66.12,,,5.795702,,Potato
52.81,64.7,49.01,,,5.263577,,Potato
53.34,53.54,60.66,,,5.954743,,Potato
58.58,41.23,58.15,,,5.048686,,Potato
59.46,41.36,41.03,,,5.939324,,Potato
54.73,63.6,60.19,,,5.2124,,Potato
63.89,42.39,40.86,,,5.646589,,Potato
38.22,58.92,61.28,,,6.157971,,Potato
51.23,56.14,49.93,,,5.890952,,Potato
56.64,58.77,55.08,,,5.141736,,Potato
49.73,59.72,42.06,,,5.531042,,Potato
79.55,45.66,56.22,,,5.199449,,Potato
60.23,45.24,64.27,,,5.122097,,Potato
62.12,62.15,46.93,,,5.847065,,Potato
54.2,48.71,48.93,,,6.024119,,Potato
59.81,27.5,59.55,,,5.976242,,Potato
45.42,61.49,59.8,,,6.041051,,Potato
57.96,44.64,30.66,,,5.795236,,Potato
48.76,59.67,75.15,,,5.690644,,Potato
56.67,68.93,60.29,,,5.370772,,Potato
29.28,55.17,61.97,,,5.623968,,Potato
46.46,64.96,53.56,,,5.271461,,Potato
77.57,56.54,36.45,,,5.461934,,Potato
69.96,70.87,61.75,,,5.835571,,Potato
75.83,44.38,49.35,,,5.752878,,Potato
76.65,54.92,60.44,,,7.025891,,Potato
68.08,61.73,52.81,,,5.261682,,Potato
54.57,53.1,57.38,,,5.749961,,Potato
47.55,66.52,47.25,,,5.230507,,Potato
73.76,50.68,63.64,,,5.644886,,Potato
60.77,75.69,43.12,,,5.661163,,Potato
89.93,76.22,77.46,,,6.137952,,Potato
55.62,57.82,77.38,,,5.620133,,Potato
83.67,60.53,71.33,,,5.723472,,Potato
58.12,66.92,67.75,,,5.627873,,Potato
76.03,43.13,54.15,,,5.239579,,Potato
80.36,41.88,66.67,,,5.539159,,Potato
47.72,67.56,54.04,,,5.647225,,Potato
54.18,57.74,39.46,,,5.82953,,Potato
47.6,52.73,70.03,,,6.023579,,Potato
45.24,55.11,66.29,,,5.706161,,Potato
68.0,31.14,54.69,,,5.699129,,Potato
57.64,53.09,42.75,,,5.111675,,Potato
60.63,47.47,49.14,,,6.015894,,Potato
66.67,64.18,36.79,,,5.521641,,Potato
37.71,64.95,64.45,,,6.098849,,Potato
75.44,60.77,38.97,,,6.326576,,Potato
55.81,58.95,57.87,,,5.724834,,Potato
66.39,40.03,46.56,,,5.390675,,Potato
67.45,60.91,40.73,,,5.793321,,Potato
76.45,61.29,57.38,,,5.939481,,Potato
58.74,67.45,51.66,,,5.673792,,Potato
34.52,76.18,63.38,,,5.574385,,Potato
60.69,38.07,42.32,,,6.025413,,Potato
62.41,51.12,47.43,,,5.999031,,Potato
47.59,47.58,31.12,,,5.661484,,Potato
61.77,56.73,33.16,,,5.138374,,Potato
55.67,55.13,72.98,,,5.982551,,Potato
43.89,52.66,75.84,,,5.493069,,Potato
68.06,65.28,55.93,,,5.885736,,Potato
53.24,43.99,46.76,,,5.860463,,Potato
55.12,44.59,52.02,,,5.044421,,Potato
54.45,44.76,63.74,,,5.832433,,Potato
74.83,51.4,49.86,,,6.005813,,Potato
59.51,42.71,57.38,,,6.054861,,Potato
60.95,54.51,54.87,,,5.846946,,Potato
54.71,53.35,49.31,,,5.009126,,Potato
65.55,47.13,49.74,,,6.310832,,Potato
76.19,63.74,57.93,,,5.964409,,Potato
67.77,54.4,45.23,,,5.318672,,Potato
68.24,65.63,59.52,,,5.484895,,Potato
67.27,53.05,50.28,,,5.89249,,Potato
43.44,54.76,56.27,,,6.071914,,Potato
49.49,49.37,68.84,,,5.604815,,Potato
57.54,54.93,53.32,,,6.13021,,Potato
51.29,62.12,64.2,,,5.082893,,Potato
47.23,50.89,37.08,,,5.383016,,Potato
37.53,60.18,50.3,,,4.974254,,Potato
43.84,46.87,55.28,,,5.441038,,Potato
56.92,62.59,74.23,,,6.403231,,Potato
59.17,49.2,35.4,,,6.623121,,Potato
50.48,63.52,54.04,,,5.893836,,Potato
60.95,55.61,69.57,,,5.544628,,Potato
54.79,70.21,47.15,,,5.711344,,Potato
73.09,43.46,52.87,,,5.989336,,Potato
58.06,40.24,58.32,,,5.174808,,Potato
68.36,48.84,56.85,,,5.571,,Potato
62.44,41.15,70.66,,,6.373957,,Potato
43.18,41.17,59.48,,,5.381716,,Potato
58.91,61.22,68.28,,,5.50039,,Potato
45.17,54.96,51.4,,,5.805277,,Potato
58.7,50.2,47.59,,,5.913257,,Potato
51.06,51.13,52.74,,,5.549998,,Potato
64.58,49.03,43.41,,,5.830786,,Potato
43.89,71.5,59.84,,,6.043176,,Potato
60.18,47.64,51.14,,,6.584581,,Potato
66.87,41.78,48.28,,,5.749502,,Potato
70.89,62.96,59.99,,,5.783481,,Potato
50.83,52.84,43.56,,,6.410981,,Potato
60.21,75.39,62.71,,,5.580334,,Potato
62.21,49.74,50.22,,,5.270259,,Potato
78.57,63.46,66.59,,,5.9001,,Potato
42.22,65.82,51.07,,,6.23047,,Potato
49.07,49.79,61.32,,,5.944419,,Potato
93.65,47.57,56.8,,,5.761194,,Potato
56.72,62.41,62.44,,,5.220643,,Potato
37.31,60.75,56.1,,,5.776652,,Potato
53.01,40.89,38.37,,,6.293262,,Potato
26.77,43.72,65.09,,,5.306353,,Potato
62.89,29.64,54.12,,,5.702101,,Potato
69.72,60.95,62.9,,,5.645006,,Potato
49.06,52.38,61.9,,,5.520918,,Potato
54.35,53.38,47.27,,,5.899169,,Potato
71.08,38.09,45.85,,,5.977322,,Potato
39.0,44.02,61.55,,,5.973131,,Potato
44.14,50.22,51.97,,,5.409276,,Potato
57.26,48.28,64.36,,,5.141607,,Potato
50.97,56.18,53.22,,,5.904955,,Potato
56.47,60.83,65.23,,,5.597632,,Potato
44.83,77.7,59.23,,,6.535325,,Potato
62.57,54.8,57.88,,,6.553804,,Potato
58.21,66.15,51.26,,,6.596276,,Potato
66.59,46.7,57.32,,,5.423956,,Potato
62.4,38.25,66.93,,,6.027748,,Potato
62.48,51.48,54.46,,,6.148381,,Potato
42.64,39.02,60.31,,,6.103342,,Potato
65.91,55.15,55.46,,,5.658241,,Potato
56.03,47.2,56.25,,,6.311666,,Potato
58.0,35.46,72.23,,,5.80019,,Potato
72.58,72.36,67.02,,,5.851242,,Potato
51.37,49.62,55.79,,,5.184867,,Potato
76.21,38.62,57.14,,,6.057906,,Potato
77.33,63.98,47.98,,,5.695835,,Potato
69.03,47.71,53.27,,,5.985912,,Potato
48.23,65.9,58.09,,,5.894045,,Potato
33.76,47.67,63.51,,,5.872375,,Potato
72.95,49.59,62.49,,,5.781715,,Potato
61.34,58.45,43.91,,,6.11464,,Potato
51.06,60.93,64.77,,,5.720443,,Potato
74.08,62.68,54.11,,,5.217921,,Potato
49.66,54.1,45.13,,,6.027582,,Potato
54.91,60.29,68.36,,,5.476398,,Potato
66.3,62.46,69.63,,,5.270295,,Potato
46.64,57.01,57.64,,,5.391103,,Potato
58.69,53.57,62.09,,,5.913333,,Potato
73.07,40.55,62.67,,,5.761392,,Potato
62.53,60.99,68.96,,,4.946927,,Potato
74.97,55.42,62.28,,,5.646538,,Potato
73.6,50.86,41.72,,,6.267692,,Potato
60.09,67.78,75.1,,,5.619482,,Potato
31.96,40.72,65.66,,,5.733809,,Potato
46.73,71.44,49.9,,,6.217197,,Potato
69.16,54.78,44.7,,,6.118196,,Potato
41.4,58.18,60.05,,,6.2087,,Potato
56.08,51.05,52.22,,,4.690979,,Potato
64.06,38.33,58.3,,,6.493409,,Potato
77.63,53.6,62.43,,,6.05456,,Potato
53.1,58.35,49.34,,,6.784591,,Potato
52.28,61.76,43.84,,,5.48707,,Potato
59.37,53.02,58.86,,,5.09462,,Potato
64.21,33.07,49.67,,,5.802887,,Potato
58.15,39.58,56.46,,,5.689851,,Potato
72.59,75.52,41.57,,,6.061466,,Potato
50.41,44.07,52.48,,,6.229971,,Potato
61.44,69.27,62.15,,,5.765082,,Potato
65.34,45.66,61.06,,,5.703717,,Potato
55.2,53.18,47.12,,,6.009088,,Potato
70.08,61.25,43.32,,,5.697469,,Potato
61.79,46.8,55.16,,,5.664007,,Potato
69.47,70.92,60.61,,,6.214854,,Potato
62.33,55.76,59.05,,,6.303911,,Potato
64.52,59.61,49.88,,,6.233586,,Potato
52.41,52.32,57.98,,,5.732708,,Potato
52.43,61.59,70.02,,,4.944084,,Potato
74.69,70.79,57.05,,,5.740718,,Potato
67.63,53.69,38.67,,,5.496808,,Potato
47.72,72.3,57.03,,,5.74811,,Potato
62.17,48.88,75.44,,,5.531564,,Potato
31.51,62.64,42.13,,,5.791704,,Potato
53.11,59.89,55.3,,,5.38429,,Potato
71.53,44.31,52.74,,,5.287713,,Potato
58.5,57.14,55.96,,,6.289077,,Potato
61.41,55.07,56.94,,,5.412137,,Potato
23.8,46.47,66.4,,,5.800133,,Potato
55.29,58.58,55.85,,,6.181806,,Potato
64.06,56.46,67.77,,,6.165722,,Potato
65.58,54.27,53.82,,,6.117939,,Potato
71.55,54.31,51.5,,,5.921147,,Potato
57.48,54.1,48.31,,,6.089601,,Potato
58.01,51.32,36.83,,,6.349235,,Potato
44.01,56.4,57.76,,,5.970009,,Potato
57.55,48.56,75.54,,,5.065119,,Potato
44.86,81.57,59.58,,,5.588587,,Potato
37.83,40.91,61.87,,,6.078548,,Potato
46.98,49.15,50.87,,,5.549162,,Potato
78.1,49.94,52.56,,,6.448042,,Potato
56.75,75.4,64.85,,,5.774728,,Potato
62.64,41.8,75.09,,,5.8341,,Potato
53.84,59.26,69.88,,,6.249898,,Potato
38.51,57.48,63.05,,,5.72686,,Potato
87.52,60.84,50.76,,,6.516965,,Onion
76.2,53.68,54.84,,,6.250022,,Onion
70.39,62.71,49.02,,,6.550683,,Onion
75.83,66.71,41.8,,,5.974667,,Onion
90.01,62.17,53.78,,,6.554151,,Onion
90.87,51.19,49.61,,,6.606324,,Onion
82.79,55.36,68.42,,,6.470999,,Onion
96.39,55.44,57.88,,,6.253668,,Onion
99.03,51.58,44.05,,,6.485329,,Onion
92.25,63.14,57.29,,,5.842398,,Onion
71.81,64.18,53.08,,,6.279345,,Onion
87.42,69.8,63.09,,,6.320204,,Onion
87.49,51.42,44.76,,,5.668194,,Onion
67.77,54.23,51.89,,,6.389834,,Onion
56.46,75.55,49.01,,,5.700473,,Onion
49.66,58.36,50.58,,,6.028833,,Onion
81.05,60.3,41.15,,,6.215904,,Onion
84.47,58.25,55.76,,,5.907705,,Onion
62.27,71.33,54.18,,,6.233022,,Onion
95.69,71.72,62.85,,,6.226623,,Onion
82.28,71.13,49.9,,,5.871927,,Onion
100.24,60.27,45.88,,,6.42719,,Onion
85.56,51.28,57.89,,,5.894337,,Onion
64.0,79.25,42.06,,,7.11519,,Onion
86.87,68.56,60.85,,,6.156208,,Onion
90.05,55.43,60.83,,,5.731482,,Onion
71.79,74.24,62.57,,,5.806263,,Onion
58.37,54.64,53.77,,,6.659032,,Onion
81.5,74.11,45.14,,,6.036339,,Onion
64.99,74.78,51.09,,,5.654494,,Onion
96.81,50.79,53.8,,,6.541485,,Onion
73.89,65.82,44.4,,,6.03377,,Onion
105.87,67.82,63.33,,,6.461368,,Onion
48.14,86.15,55.8,,,6.574226,,Onion
82.02,52.58,41.08,,,6.309785,,Onion
101.44,74.33,68.83,,,7.158363,,Onion
66.65,60.17,50.97,,,5.510103,,Onion
77.61,47.59,39.06,,,5.87282,,Onion
73.95,58.8,41.7,,,6.09762,,Onion
69.74,60.02,64.88,,,7.104469,,Onion
83.67,49.41,68.25,,,6.919201,,Onion
60.57,63.12,60.09,,,6.715476,,Onion
78.34,69.58,63.19,,,5.88235,,Onion
87.74,62.38,62.17,,,5.928994,,Onion
76.77,54.58,55.57,,,5.868576,,Onion
65.0,58.52,53.29,,,5.886629,,Onion
95.45,59.95,55.4,,,6.797082,,Onion
90.95,62.17,57.36,,,6.102493,,Onion
64.38,71.1,42.58,,,6.155401,,Onion
60.59,62.72,57.32,,,6.509755,,Onion
65.72,45.97,64.59,,,5.534589,,Onion
88.18,54.38,47.94,,,6.221058,,Onion
84.13,61.66,46.87,,,5.761251,,Onion
91.85,71.24,54.77,,,6.082234,,Onion
75.11,72.98,43.5,,,5.965432,,Onion
66.13,77.75,36.83,,,5.944808,,Onion
93.78,61.31,61.48,,,6.290233,,Onion
71.7,67.63,45.49,,,6.288485,,Onion
82.8,45.46,50.18,,,6.112072,,Onion
56.75,64.3,43.9,,,6.348274,,Onion
71.45,49.25,62.77,,,5.852554,,Onion
95.14,59.37,58.53,,,6.472634,,Onion
69.26,90.3,47.59,,,6.11752,,Onion
92.22,63.04,38.2,,,6.006535,,Onion
45.03,51.36,46.53,,,5.882096,,Onion
71.61,64.08,55.7,,,6.103441,,Onion
77.43,54.83,51.89,,,6.948256,,Onion
106.14,50.39,51.09,,,6.174674,,Onion
62.46,81.03,52.12,,,5.742239,,Onion
90.06,70.67,57.59,,,6.567528,,Onion
95.85,63.46,49.58,,,6.011229,,Onion
69.18,56.08,54.5,,,6.313504,,Onion
74.4,56.89,40.13,,,5.957736,,Onion
82.12,75.42,75.54,,,6.712309,,Onion
57.78,63.07,47.16,,,5.963696,,Onion
73.17,29.17,52.04,,,6.759143,,Onion
99.14,84.21,55.66,,,5.780296,,Onion
87.84,61.83,45.89,,,6.082837,,Onion
77.65,63.43,50.08,,,6.759998,,Onion
81.7,70.87,49.96,,,6.26727,,Onion
88.71,64.65,40.86,,,7.108586,,Onion
91.59,67.47,54.39,,,6.092344,,Onion
71.65,55.76,33.51,,,6.302817,,Onion
103.02,47.7,67.53,,,6.96206,,Onion
99.75,62.8,57.93,,,5.594431,,Onion
90.16,74.32,56.39,,,5.5449,,Onion
67.36,53.52,32.63,,,5.881797,,Onion
64.7,52.72,42.07,,,6.525349,,Onion
75.1,72.21,63.89,,,5.55606,,Onion
80.91,55.43,91.51,,,6.43882,,Onion
53.47,55.89,61.95,,,6.410683,,Onion
87.42,56.27,60.37,,,7.005756,,Onion
99.31,59.35,55.25,,,6.618194,,Onion
88.65,44.26,41.53,,,6.34562,,Onion
69.86,54.61,59.95,,,6.743653,,Onion
68.08,62.3,38.99,,,6.415562,,Onion
84.5,62.23,37.89,,,6.015972,,Onion
77.7,71.58,37.26,,,5.742158,,Onion
86.65,78.39,59.76,,,5.972254,,Onion
89.03,75.12,49.43,,,6.18397,,Onion
96.38,69.15,51.01,,,6.270007,,Onion
63.02,58.51,49.85,,,5.345922,,Onion
83.32,53.77,38.74,,,6.112176,,Onion
74.55,60.18,43.29,,,6.211433,,Onion
78.52,65.86,43.8,,,6.419015,,Onion
92.97,68.22,35.95,,,6.85072,,Onion
94.6,66.23,44.96,,,6.274261,,Onion
100.98,58.79,39.19,,,5.836175,,Onion
86.38,67.87,55.78,,,5.472768,,Onion
78.35,72.61,56.61,,,6.474804,,Onion
76.21,68.8,37.06,,,5.852365,,Onion
53.98,59.68,47.03,,,6.546735,,Onion
100.1,51.66,68.56,,,6.758968,,Onion
75.17,51.42,40.19,,,5.58237,,Onion
87.59,53.19,54.27,,,6.421557,,Onion
90.18,62.57,51.06,,,6.717049,,Onion
61.32,65.2,60.93,,,6.607616,,Onion
66.15,45.85,52.95,,,5.361448,,Onion
103.21,54.96,45.69,,,5.858539,,Onion
84.36,62.43,50.67,,,5.687928,,Onion
71.29,51.0,50.81,,,6.409389,,Onion
78.1,64.34,49.08,,,6.365331,,Onion
96.29,56.93,36.81,,,5.120843,,Onion
94.01,52.77,62.43,,,6.079667,,Onion
58.01,60.53,60.66,,,6.520288,,Onion
104.51,63.92,39.56,,,6.25919,,Onion
94.49,51.51,46.99,,,6.258507,,Onion
77.71,57.57,47.75,,,6.054003,,Onion
62.12,64.68,38.43,,,5.776424,,Onion
95.81,52.38,31.33,,,6.193178,,Onion
87.15,43.42,43.29,,,6.220837,,Onion
58.13,44.63,46.44,,,6.446102,,Onion
76.52,55.82,35.59,,,6.4786,,Onion
126.89,46.82,51.77,,,6.234345,,Onion
80.25,56.52,61.63,,,6.637963,,Onion
68.87,76.65,58.42,,,6.05003,,Onion
64.87,46.21,48.73,,,5.62239,,Onion
106.58,57.17,31.6,,,6.390821,,Onion
92.72,81.32,57.16,,,6.250552,,Onion
101.11,64.08,51.46,,,6.398773,,Onion
83.72,56.32,54.24,,,5.694219,,Onion
98.81,58.43,69.36,,,6.916318,,Onion
67.28,64.29,41.75,,,6.484201,,Onion
82.44,76.96,21.25,,,6.084801,,Onion
84.31,54.69,39.47,,,5.825819,,Onion
100.74,52.42,54.86,,,6.630861,,Onion
84.78,46.21,50.27,,,5.759292,,Onion
70.62,61.03,37.84,,,7.104546,,Onion
80.96,45.94,35.8,,,5.954718,,Onion
54.85,55.36,46.45,,,6.888202,,Onion
45.19,50.91,37.54,,,6.12621,,Onion
92.47,70.74,55.21,,,6.832299,,Onion
74.38,54.92,45.89,,,5.906053,,Onion
76.08,63.97,43.73,,,6.207535,,Onion
92.46,43.96,42.42,,,6.5219,,Onion
100.96,61.32,52.63,,,6.464831,,Onion
88.02,47.97,50.43,,,6.640305,,Onion
108.92,55.74,52.02,,,6.005011,,Onion
87.54,82.11,51.8,,,6.233923,,Onion
84.53,69.32,49.28,,,6.699355,,Onion
83.61,58.72,39.67,,,5.917898,,Onion
60.72,91.99,42.7,,,6.429016,,Onion
94.34,50.85,46.05,,,6.112336,,Onion
43.32,71.65,70.65,,,6.28235,,Onion
71.21,44.67,36.51,,,6.23382,,Onion
80.34,57.56,45.81,,,5.884687,,Onion
68.15,46.52,50.98,,,6.095723,,Onion
73.22,62.57,46.97,,,6.257973,,Onion
107.59,60.56,60.74,,,6.15891,,Onion
96.56,56.92,46.92,,,6.829094,,Onion
69.71,70.92,47.65,,,6.603982,,Onion
72.96,54.33,58.15,,,6.315992,,Onion
60.84,63.27,68.11,,,5.894742,,Onion
90.57,68.21,64.07,,,5.870391,,Onion
76.25,45.17,48.63,,,6.989524,,Onion
50.5,52.52,49.5,,,5.796046,,Onion
81.51,60.54,50.47,,,6.245544,,Onion
86.58,66.3,51.47,,,6.344379,,Onion
94.45,74.21,41.53,,,6.075471,,Onion
78.9,57.84,59.37,,,5.799118,,Onion
74.41,56.84,52.07,,,5.886041,,Onion
109.79,51.27,49.55,,,5.981398,,Onion
80.1,63.3,37.29,,,5.916203,,Onion
90.79,57.03,50.62,,,6.731088,,Onion
71.91,57.26,31.07,,,6.19635,,Onion
90.35,59.06,44.18,,,5.99048,,Onion
58.17,65.52,44.37,,,6.242783,,Onion
73.07,54.36,52.87,,,6.467182,,Onion
61.88,52.28,68.8,,,6.062152,,Onion
70.93,64.32,55.72,,,6.560793,,Onion
98.76,29.74,64.48,,,5.691541,,Onion
70.82,53.96,56.45,,,6.668521,,Onion
90.77,48.49,61.25,,,6.196419,,Onion
102.76,72.03,68.57,,,6.180795,,Onion
79.59,55.59,42.68,,,5.922794,,Onion
94.91,54.39,42.03,,,5.70886,,Onion
87.97,59.51,56.69,,,5.533331,,Onion
81.75,54.05,49.96,,,5.894889,,Onion
91.25,55.97,52.2,,,6.435069,,Onion
107.6,60.97,47.51,,,5.815489,,Onion
70.44,55.78,44.04,,,5.580621,,Onion
65.61,55.71,66.21,,,5.836374,,Onion
64.73,49.9,39.0,,,6.046067,,Onion
94.92,48.46,56.86,,,6.0618,,Onion
96.94,60.61,55.24,,,6.148443,,Onion
71.94,63.07,34.21,,,6.613043,,Onion
47.96,45.72,41.69,,,6.699702,,Onion
69.88,67.6,43.37,,,7.002185,,Onion
88.22,67.64,55.65,,,5.550037,,Onion
79.0,69.75,46.33,,,5.857646,,Onion
82.71,63.0,49.14,,,6.479394,,Onion
72.15,66.37,35.42,,,6.018388,,Onion
95.21,81.85,73.26,,,6.544315,,Onion
85.15,56.98,50.71,,,6.282845,,Onion
88.8,49.54,54.99,,,6.831682,,Onion
82.39,44.66,44.59,,,6.617086,,Onion
87.87,77.56,43.47,,,6.624407,,Onion
86.88,77.69,69.13,,,6.035251,,Onion
66.08,50.75,30.83,,,6.161016,,Onion
85.6,52.73,52.79,,,6.077899,,Onion
91.87,56.76,37.88,,,5.597643,,Onion
97.33,72.24,45.95,,,6.788708,,Onion
86.24,47.13,43.62,,,6.498155,,Onion
65.52,40.33,40.14,,,6.061989,,Onion
67.83,81.68,50.35,,,6.721837,,Onion
73.47,63.12,24.32,,,5.947853,,Onion
82.84,64.54,46.85,,,5.464746,,Onion
78.17,57.95,49.1,,,6.602948,,Onion
63.14,64.66,36.41,,,5.688576,,Onion
63.05,44.86,65.13,,,6.12169,,Onion
48.52,51.59,44.06,,,6.282449,,Onion
33.21,61.05,47.63,,,6.354186,,Onion
78.02,37.29,44.08,,,6.53936,,Onion
114.8,56.97,49.18,,,6.432341,,Onion
106.95,56.36,63.08,,,6.419957,,Onion
65.33,56.97,74.73,,,5.883699,,Onion
82.25,54.49,57.46,,,6.317697,,Onion
58.03,50.04,60.88,,,5.59778,,Onion
60.32,41.78,67.16,,,6.824855,,Onion
62.04,61.45,52.49,,,5.638974,,Onion
76.62,57.0,65.7,,,6.061424,,Onion
77.26,46.25,57.92,,,5.67245,,Onion
83.79,60.63,51.44,,,5.907933,,Onion
89.95,57.05,53.5,,,6.205371,,Onion
74.95,55.39,31.79,,,5.988497,,Onion
80.54,38.43,52.92,,,6.657699,,Onion
63.59,66.83,34.56,,,6.29076,,Onion
59.83,47.67,33.75,,,6.014836,,Onion
57.52,60.63,51.93,,,6.146567,,Onion
89.74,51.92,38.86,,,6.68788,,Onion
74.93,56.11,49.93,,,6.563548,,Onion
51.93,71.52,51.38,,,5.744492,,Onion
79.05,65.32,51.83,,,5.927739,,Onion
61.27,71.3,40.96,,,6.389916,,Onion
104.91,63.3,58.99,,,6.341347,,Onion
71.32,63.96,49.11,,,5.779847,,Onion
90.22,42.19,54.41,,,6.499651,,Onion
96.33,56.82,38.04,,,5.84365,,Onion
65.68,57.75,48.22,,,6.721531,,Onion
81.14,72.24,60.97,,,6.41178,,Onion
88.3,54.94,59.7,,,5.74723,,Onion
81.73,62.65,42.03,,,5.988369,,Onion
85.42,62.26,44.54,,,5.981416,,Onion
60.06,71.58,40.11,,,6.263951,,Onion
88.31,58.66,43.44,,,6.118409,,Onion
72.71,68.28,36.01,,,5.741804,,Onion
85.24,42.95,48.62,,,5.642296,,Onion
93.8,43.86,56.33,,,6.419609,,Onion
90.03,37.17,42.15,,,6.314495,,Onion
85.23,67.86,49.09,,,6.242215,,Onion
89.63,66.74,47.8,,,6.308293,,Onion
90.33,68.97,60.55,,,5.952432,,Onion
102.43,53.23,43.88,,,6.273597,,Onion
79.49,54.36,44.25,,,7.215402,,Onion
82.46,58.79,41.54,,,6.669827,,Onion
93.98,74.44,38.62,,,6.084637,,Onion
72.64,76.94,55.29,,,5.990651,,Onion
59.97,67.94,48.65,,,5.055824,,Onion
87.4,63.31,50.55,,,6.627478,,Onion
76.91,73.35,62.75,,,6.514642,,Onion
61.89,57.44,63.32,,,5.982469,,Onion
87.51,56.09,33.54,,,5.627317,,Onion
101.47,58.71,56.48,,,5.737893,,Onion
55.55,50.21,52.26,,,6.377759,,Onion
95.33,58.25,45.38,,,6.164264,,Onion
41.94,48.83,53.28,,,6.476637,,Onion
74.0,70.25,32.74,,,6.234577,,Onion
107.61,65.44,64.63,,,6.586704,,Onion
75.08,74.3,55.15,,,6.34783,,Onion
81.35,43.71,41.35,,,6.531518,,Onion
91.44,79.02,44.15,,,5.364127,,Onion
54.25,44.28,32.97,,,5.706262,,Onion
81.08,48.02,46.86,,,6.054259,,Onion
80.96,53.79,45.17,,,6.631828,,Onion
107.93,73.08,36.75,,,6.952212,,Onion
61.46,62.26,57.77,,,6.134306,,Onion
74.28,57.56,62.77,,,5.955368,,Onion
66.07,52.07,49.73,,,5.418013,,Onion
64.48,46.24,46.94,,,6.545426,,Onion
96.91,71.33,54.35,,,5.979924,,Onion
80.4,67.99,49.8,,,7.383334,,Onion
71.67,73.52,39.18,,,5.904238,,Onion
72.23,63.97,43.47,,,7.04211,,Onion
71.55,33.58,47.04,,,6.499347,,Onion
72.89,47.55,52.48,,,5.788694,,Onion
61.03,64.65,50.09,,,6.292858,,Onion
76.12,56.3,52.1,,,6.508552,,Onion
74.61,54.41,34.75,,,6.109899,,Onion
68.63,48.97,56.65,,,6.535193,,Onion
82.33,69.48,50.03,,,6.526383,,Onion
83.6,64.56,75.53,,,6.438535,,Onion
71.65,65.01,46.12,,,6.193411,,Onion
77.84,53.66,53.23,,,5.730024,,Onion
112.38,61.76,78.29,,,6.169286,,Onion
111.81,46.62,51.94,,,6.270426,,Onion
64.19,58.7,49.32,,,5.44958,,Onion
66.28,34.72,40.13,,,6.267694,,Onion
64.11,44.32,65.28,,,6.161279,,Onion
95.86,56.78,38.41,,,5.68135,,Onion
74.02,83.75,54.27,,,6.066797,,Onion
83.6,41.99,45.26,,,6.075261,,Onion
109.95,47.56,48.11,,,6.972038,,Onion
79.84,62.17,35.76,,,6.288047,,Onion
90.59,77.69,63.43,,,6.614418,,Onion
87.81,62.02,47.22,,,6.152874,,Onion
71.18,67.02,37.85,,,5.450433,,Onion
95.89,56.62,62.53,,,6.468937,,Onion
67.25,54.89,44.96,,,5.936725,,Onion
100.1,60.82,53.35,,,6.06576,,Onion
71.19,53.42,58.41,,,5.778812,,Onion
72.83,67.24,54.74,,,6.229107,,Onion
63.67,43.94,28.03,,,6.626071,,Onion
66.14,68.9,56.95,,,6.573095,,Onion
73.6,60.39,48.99,,,6.834476,,Onion
43.53,57.85,46.71,,,6.891184,,Onion
76.5,43.57,48.91,,,5.38165,,Onion
72.38,50.2,33.9,,,5.722552,,Onion
91.85,71.99,51.92,,,5.476723,,Onion
86.34,57.91,36.36,,,6.452772,,Onion
69.39,62.78,47.14,,,5.922767,,Onion
73.12,51.2,51.56,,,6.004328,,Onion
76.48,59.71,60.74,,,6.113361,,Onion
102.29,46.28,41.8,,,6.353028,,Onion
67.67,61.0,64.52,,,5.605872,,Onion
69.2,63.71,59.47,,,5.696455,,Onion
63.07,63.21,45.71,,,6.200518,,Onion
57.77,50.96,38.91,,,6.679498,,Onion
84.61,56.58,35.56,,,6.189841,,Onion
83.04,65.37,52.72,,,5.883336,,Onion
99.24,57.89,42.63,,,5.340717,,Onion
95.62,57.13,61.99,,,6.58107,,Onion
115.96,79.03,43.2,,,5.905627,,Onion
78.89,50.49,40.99,,,5.741025,,Onion
76.09,70.8,52.34,,,5.51387,,Onion
60.5,48.45,43.14,,,5.62436,,Onion
90.45,66.55,50.09,,,5.815514,,Onion
81.78,67.08,59.86,,,6.104461,,Onion
89.77,54.9,51.17,,,5.716503,,Onion
62.91,47.83,51.21,,,6.274283,,Onion
85.27,40.3,52.05,,,6.101421,,Onion
83.08,53.85,33.07,,,7.088797,,Onion
82.09,65.26,53.92,,,5.518223,,Onion
69.75,49.22,51.6,,,6.264592,,Onion
97.84,60.97,58.93,,,6.269602,,Onion
110.75,45.24,56.06,,,5.787777,,Onion
63.34,57.66,47.98,,,6.238101,,Onion
